experiment,epochs_run,best_epoch,decision_rule,threshold,val_iou_water,val_f1_water,val_accuracy,val_true_water_frac,val_pred_water_frac,notes
colab_full_weighted_ce_batch_avg_argmax,80,74,argmax / batch-averaged metrics,0.5,0.4405817923103105,0.5603404460340327,0.9286535563676254,0.10845921990340171,0.10881870661598994,Training metric; averages IoU/F1 per batch.
colab_full_weighted_ce_global_threshold,80,74,softmax water threshold / global confusion,0.5499999999999999,0.5205683663125305,0.6847023492602835,,0.11025550216436386,0.09565885365009308,Recommended validation readout; computes confusion over all valid pixels.
