experiment,epochs_run,best_epoch,decision_rule,threshold,val_iou_water,val_f1_water,val_accuracy,val_true_water_frac,val_pred_water_frac,notes
colab_full_weighted_ce_batch_avg_argmax,24,16,argmax / batch-averaged metrics,0.5,0.44727396127000213,0.5721742326758708,0.9384140916492628,0.10845921990340171,0.08743057946634034,Training metric; averages IoU/F1 per batch.
colab_full_weighted_ce_global_threshold,24,16,softmax water threshold / global confusion,0.44999999999999996,0.5276590062598348,0.690807312492729,,0.11025550216436386,0.10114165395498276,Recommended validation readout; computes confusion over all valid pixels.
