experiment,threshold,val_loss,iou_water,f1_water,precision,recall,true_water_frac,pred_water_frac,tp,fp,fn,tn,checkpoint_epoch,base_channels,class_weight_0,class_weight_1
colab_full_weighted_ce_threshold_sweep,0.05,0.2997625972265783,0.21938703257804798,0.35983166413409584,0.22085157575140676,0.970660147791943,0.11025550216436386,0.4845816493034363,2171954,7662497,65651,10394623,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.1,0.2997625972265783,0.3065373471379857,0.4692362569037405,0.3148721579964994,0.9205109927802231,0.11025550216436386,0.322325736284256,2059740,4481772,177865,13575348,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.15,0.2997625972265783,0.36694578275427997,0.5368841798756865,0.38725780117868663,0.8749372655137932,0.11025550216436386,0.2491018921136856,1957764,3097690,279841,14959430,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.2,0.2997625972265783,0.41654608828684425,0.5881151227357673,0.4545642155005706,0.8327881820070977,0.11025550216436386,0.20199452340602875,1863451,2235972,374154,15821148,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.25,0.2997625972265783,0.4537881755509163,0.6242837618058796,0.5138406705713623,0.7952015659600297,0.11025550216436386,0.17062750458717346,1779347,1683491,458258,16373629,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.3,0.2997625972265783,0.48145296325504855,0.6499740122659041,0.566806011086143,0.761745705788105,0.11025550216436386,0.14817531406879425,1704486,1302691,533119,16754429,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.35,0.2997625972265783,0.5028090621893049,0.669158943527807,0.6171740792118426,0.7307067154390489,0.11025550216436386,0.13053761422634125,1635033,1014192,602572,17042928,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.39999999999999997,0.2997625972265783,0.5185002176925633,0.6829109560227132,0.6682095386352334,0.6982738240216629,0.11025550216436386,0.11521615087985992,1562461,775819,675144,17281301,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.44999999999999996,0.2997625972265783,0.5276590062598348,0.690807312492729,0.7219315399373065,0.6622558494461683,0.11025550216436386,0.10114165395498276,1481867,570775,755738,17486345,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.49999999999999994,0.2997625972265783,0.5266970646086466,0.6899824160514255,0.7768156866781447,0.6206099825483022,0.11025550216436386,0.08808481693267822,1388680,398977,848925,17658143,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.5499999999999999,0.2997625972265783,0.5121279921439637,0.6773606398461619,0.8255450972884332,0.5742783020238131,0.11025550216436386,0.07669761776924133,1285008,271549,952597,17785571,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.6,0.2997625972265783,0.4847531891085859,0.6529747740762508,0.8664406975085432,0.5239007778405906,0.11025550216436386,0.06666693091392517,1172283,180704,1065322,17876416,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.65,0.2997625972265783,0.4472455295721266,0.618064482402448,0.9013745239363766,0.4702581554832043,0.11025550216436386,0.057521648705005646,1052252,115134,1185353,17941986,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.7,0.2997625972265783,0.3887807662329234,0.5598878897026975,0.9344210568108345,0.39968627170568355,0.11025550216436386,0.04716033488512039,894340,62766,1343265,17994354,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.75,0.2997625972265783,0.25295852940537716,0.403777975836798,0.9677774292810537,0.25510713463725615,0.11025550216436386,0.02906346507370472,570829,19006,1666776,18038114,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.7999999999999999,0.2997625972265783,0.07724735647120108,0.14341619129007574,0.981076363306565,0.07736262655830642,0.11025550216436386,0.008694181218743324,173107,3339,2064498,18053781,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.85,0.2997625972265783,0.013343710335109487,0.026336000705420602,0.9778032411193394,0.013347753513242896,0.11025550216436386,0.0015050709480419755,29867,678,2207738,18056442,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.9,0.2997625972265783,0.0009867499326301804,0.0019715544340553797,0.9804618117185593,0.000986769335964118,0.11025550216436386,0.00011096480011474341,2208,44,2235397,18057076,16,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.95,0.2997625972265783,1.3407192064729865e-06,2.681434817894812e-06,0.9999999966666667,1.3407192064729865e-06,0.11025550216436386,1.4782166601889912e-07,3,0,2237602,18057120,16,32,0.4806916415691376,1.51930832862854
