epoch,train_loss,val_loss,accuracy,iou_water,f1_water,true_water_frac,pred_water_frac,train_pred_water_frac,lr,seconds
1,0.44861806988716124,0.47024036490398907,0.7969828377599302,0.26322013978550907,0.3813145532214058,0.10845921990340171,0.2371852255385855,0.1797019720673561,0.0004998072590601808,26.172704219818115
2,0.34832109451293947,0.3896499839813813,0.8724554129268812,0.3378739085088257,0.45546128728381285,0.10845921990340171,0.15865407062127537,0.15360471552610397,0.000499229333433282,25.512921810150146
3,0.3336641834974289,0.4814107145952142,0.7776120486466781,0.2583097990847514,0.375393032658739,0.10845921990340171,0.26216889593912207,0.1463404510617256,0.0004982671142387316,25.88932704925537
4,0.31896852374076845,0.3691467720529307,0.9257119142490885,0.35955356546873674,0.47061311651754123,0.10845921990340171,0.08020806591451654,0.1470539563894272,0.0004969220851487844,25.99501347541809
5,0.30627757489681245,0.44409193098545074,0.8160624348598978,0.2802098031682078,0.394552563603932,0.10845921990340171,0.21212395507356394,0.14958583658933639,0.0004951963201008076,28.576032638549805
6,0.3092806068658829,0.39190658214299573,0.8471305525821188,0.3175578916907213,0.4350639643639857,0.10845921990340171,0.1900774914285411,0.1491568405032158,0.0004930924800994191,25.61987566947937
7,0.308071990609169,0.5263151921655821,0.6964034885168076,0.2606016408187802,0.3688782270740466,0.10845921990340171,0.37061222610266314,0.14955560752749444,0.0004906138091134118,26.63416600227356
8,0.29991689693927764,0.38999516225379444,0.9256607916044153,0.33113481302597286,0.4523508880998826,0.10845921990340171,0.05491312897419962,0.14676683747768401,0.0004877641290737884,25.64594292640686
9,0.3030739436149597,0.358969707203948,0.9169440632281096,0.3790471725682328,0.4945131921274291,0.10845921990340171,0.1022445555325881,0.14753107571601867,0.00048454783398062105,26.64220929145813
10,0.2951099075078964,0.3587822084841521,0.8833652812501659,0.3557477308976342,0.46584200142544213,0.10845921990340171,0.15102146266271238,0.14756248143315315,0.00048096988312782167,29.810462951660156
11,0.28770220977067945,0.4743059763441915,0.7364178338776464,0.2780940994060406,0.3876011812384053,0.10845921990340171,0.32576753134312836,0.13971889543533325,0.0004770357934562703,32.056453704833984
12,0.28683085936307906,0.35810915672260785,0.8708955567816029,0.3546797527358923,0.46985740927913927,0.10845921990340171,0.16644546346050565,0.1462855449616909,0.00047275163104709196,26.973451137542725
13,0.28013256525993346,0.3533363345524539,0.9007861406906791,0.36552724642040446,0.4836018470266522,0.10845921990340171,0.12766480612892495,0.1424659849703312,0.0004681240017681993,25.35567617416382
