experiment,epochs_run,best_epoch,decision_rule,threshold,val_iou_water,val_f1_water,val_accuracy,val_true_water_frac,val_pred_water_frac,notes
colab_full_weighted_ce_batch_avg_argmax,74,54,argmax / batch-averaged metrics,0.5,0.4674402744926357,0.5877952452414322,0.9383163866789445,0.10845921990340171,0.09821261806696978,Training metric; averages IoU/F1 per batch.
colab_full_weighted_ce_global_threshold,74,54,softmax water threshold / global confusion,0.44999999999999996,0.5483553640835364,0.7083068613361959,,0.11025550216436386,0.10558458417654037,Recommended validation readout; computes confusion over all valid pixels.
