experiment,threshold,val_loss,iou_water,f1_water,precision,recall,true_water_frac,pred_water_frac,tp,fp,fn,tn,checkpoint_epoch,base_channels,class_weight_0,class_weight_1
colab_full_weighted_ce_threshold_sweep,0.05,0.30466471482878144,0.24374181448225987,0.3919492158969083,0.2463922347564184,0.9577329332031305,0.11025550216436386,0.42856597900390625,2143028,6554600,94577,11502520,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.1,0.30466471482878144,0.30993483936278665,0.4732064985973706,0.3189621149719243,0.9163248205112122,0.11025550216436386,0.3167456090450287,2050373,4377892,187232,13679228,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.15,0.30466471482878144,0.3539015018234425,0.5227876641643515,0.37134638911844053,0.8828139908518221,0.11025550216436386,0.2621140480041504,1975389,3344143,262216,14712977,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.2,0.30466471482878144,0.3878988395168179,0.5589727845753668,0.4149778979777664,0.8559996067223623,0.11025550216436386,0.2274305820465088,1915389,2700252,322216,15356868,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.25,0.30466471482878144,0.4150624288374635,0.58663479487397,0.45332098476801597,0.8310246893441836,0.11025550216436386,0.20211957395076752,1859505,2242456,378100,15814664,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.3,0.30466471482878144,0.438361503053071,0.6095289704606295,0.48977255925436963,0.8068041499728469,0.11025550216436386,0.18162429332733154,1805309,1880706,432296,16176414,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.35,0.30466471482878144,0.45966773844984804,0.6298251668396951,0.5275131689270329,0.7813738349708694,0.11025550216436386,0.16331490874290466,1748406,1566025,489199,16491095,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.39999999999999997,0.30466471482878144,0.4797772715047821,0.6484452501651112,0.56916229922809,0.7533907905997674,0.11025550216436386,0.14594340324401855,1685791,1276090,551814,16781030,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.44999999999999996,0.30466471482878144,0.4975890568168131,0.6645201559825217,0.616374673502024,0.7208242741681364,0.11025550216436386,0.1289391815662384,1612920,1003865,624685,17053255,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.49999999999999994,0.30466471482878144,0.509470360457565,0.6750319500187197,0.6677929144350504,0.6824296513459673,0.11025550216436386,0.11267209053039551,1527008,759641,710597,17297479,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.5499999999999999,0.30466471482878144,0.5126306781577217,0.6778001868665918,0.7243188681872805,0.6368961456557318,0.11025550216436386,0.0969480574131012,1425122,542412,812483,17514708,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.6,0.30466471482878144,0.5014319842303782,0.6679383275392367,0.7885443019879715,0.5793310258066077,0.11025550216436386,0.08100297302007675,1296314,347619,941291,17709501,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.65,0.30466471482878144,0.46650209804354414,0.6362106111759446,0.859398063405847,0.5050484781719718,0.11025550216436386,0.06479462236166,1130099,184890,1107506,17872230,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.7,0.30466471482878144,0.36380338921622324,0.5335129566224363,0.9239582576373051,0.375032233124254,0.11025550216436386,0.044752418994903564,839174,69064,1398431,17988056,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.75,0.30466471482878144,0.001107386554325171,0.002212323211671915,0.9627039627002226,0.0011074340645466868,0.11025550216436386,0.00012683098611887544,2478,96,2235127,18057024,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.7999999999999999,0.30466471482878144,0.0,0.0,0.0,0.0,0.11025550216436386,0.0,0,0,2237605,18057120,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.85,0.30466471482878144,0.0,0.0,0.0,0.0,0.11025550216436386,0.0,0,0,2237605,18057120,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.9,0.30466471482878144,0.0,0.0,0.0,0.0,0.11025550216436386,0.0,0,0,2237605,18057120,20,32,0.4806916415691376,1.51930832862854
colab_full_weighted_ce_threshold_sweep,0.95,0.30466471482878144,0.0,0.0,0.0,0.0,0.11025550216436386,0.0,0,0,2237605,18057120,20,32,0.4806916415691376,1.51930832862854
