epoch,train_loss,val_loss,accuracy,iou_water,f1_water,true_water_frac,pred_water_frac,train_pred_water_frac,lr,seconds
1,0.3878645441532135,0.43075688766396564,0.8731645138367362,0.32079095418351383,0.4410892202497205,0.10845921990340171,0.15127990783556647,0.15917513367533684,0.0009996145181203615,32.62796378135681
2,0.3338583469390869,0.41490062067042227,0.905740491721941,0.30450010614161593,0.42928942930200525,0.10845921990340171,0.08519318335406158,0.1491017529964447,0.000998458666866564,24.30855631828308
3,0.32416855204105377,0.501406407226687,0.7112875088401462,0.2599392630497755,0.36392630004015475,0.10845921990340171,0.35091301426291466,0.14268373185396194,0.0009965342284774632,23.664625644683838
4,0.32759572446346286,0.3976996994536856,0.8359527510145436,0.3101353265808399,0.4330093957076739,0.10845921990340171,0.20497454022583755,0.14269347751140596,0.0009938441702975688,24.555811643600464
5,0.3154996290206909,0.3972856599999511,0.8962949540304102,0.3414413024495246,0.4576811306954099,0.10845921990340171,0.12301786255050937,0.1526345811486244,0.0009903926402016151,24.03335165977478
6,0.313064901471138,0.37870288413503894,0.8691035483194434,0.34008295946120254,0.4568082855218197,0.10845921990340171,0.16569642674015916,0.15361218214035033,0.0009861849601988382,25.340665578842163
7,0.31103226149082186,0.374827919770842,0.9204604729362156,0.34299226955228557,0.46302998867561757,0.10845921990340171,0.07715350754923471,0.14505204290151597,0.0009812276182268236,33.10969114303589
8,0.29609633958339693,0.36771144750325574,0.8710567873457203,0.33984790002404613,0.4576970333348488,0.10845921990340171,0.16181995363339133,0.14844310557842255,0.0009755282581475768,26.770647764205933
9,0.2977571166753769,0.6002081723316856,0.766855442005655,0.10883344941892104,0.18951683603984606,0.10845921990340171,0.18140879241020783,0.14842040741443635,0.0009690956679612421,27.13416028022766
10,0.3013406555056572,0.41779457745344745,0.7845599482888761,0.2927696336013162,0.4084569018350782,0.10845921990340171,0.2691166783156602,0.1446454239785671,0.0009619397662556433,25.97915530204773
11,0.28986065852642057,0.38129907295755716,0.9338709971179133,0.3743911461345288,0.48825496603726826,0.10845921990340171,0.06552937515231821,0.14143557503819465,0.0009540715869125406,26.672999620437622
